atc_idx,atc_code
1717,C08CA16
1718,C08CA17
1719,C08CA51
1720,C08CA55
1721,C08CX
1722,C08CX01
1723,C08D
1724,C08DA
1725,C08DA01
1726,C08DA02
1727,C08DA51
1728,C08DB
1729,C08DB01
1730,C08E
1731,C08EA
1732,C08EA01
1733,C08EA02
1734,C08EX
1735,C08EX01
1736,C08EX02
1737,C08G
1738,C08GA
1739,C08GA01
1740,C08GA02
1741,C09
1742,C09A
1743,C09AA
1744,C09AA01
1745,C09AA02
1746,C09AA03
1747,C09AA04
1748,C09AA05
1749,C09AA06
1750,C09AA07
1751,C09AA08
1752,C09AA09
1753,C09AA10
1754,C09AA11
1755,C09AA12
1756,C09AA13
1757,C09AA14
1758,C09AA15
1759,C09AA16
1760,C09B
1761,C09BA
1762,C09BA01
1763,C09BA02
1764,C09BA03
1765,C09BA04
1766,C09BA05
1767,C09BA06
1768,C09BA07
1769,C09BA08
1770,C09BA09
1771,C09BA12
1772,C09BA13
1773,C09BA15
1774,C09BB
1775,C09BB02
1776,C09BB03
1777,C09BB04
1778,C09BB05
1779,C09BB06
1780,C09BB07
1781,C09BB10
1782,C09BB12
1783,C09BX
1784,C09BX01
1785,C09BX02
1786,C09BX03
1787,C09BX04
1788,C09BX05
1789,C09C
1790,C09CA
1791,C09CA01
1792,C09CA02
1793,C09CA03
1794,C09CA04
1795,C09CA05
1796,C09CA06
1797,C09CA07
1798,C09CA08
1799,C09CA09
1800,C09CA10
1801,C09D
1802,C09DA
1803,C09DA01
1804,C09DA02
1805,C09DA03
1806,C09DA04
1807,C09DA06
1808,C09DA07
1809,C09DA08
1810,C09DA09
1811,C09DA10
1812,C09DB
1813,C09DB01
1814,C09DB02
1815,C09DB04
1816,C09DB05
1817,C09DB06
1818,C09DB07
1819,C09DB08
1820,C09DB09
1821,C09DX
1822,C09DX01
1823,C09DX02
1824,C09DX03
1825,C09DX04
1826,C09DX05
1827,C09DX06
1828,C09DX07
1829,C09X
1830,C09XA
1831,C09XA01
1832,C09XA02
1833,C09XA52
1834,C09XA53
1835,C09XA54
1836,C10
1837,C10A
1838,C10AA
1839,C10AA01
1840,C10AA02
1841,C10AA03
1842,C10AA04
1843,C10AA05
1844,C10AA06
1845,C10AA07
1846,C10AA08
1847,C10AB
1848,C10AB01
1849,C10AB02
1850,C10AB03
1851,C10AB04
1852,C10AB05
1853,C10AB06
1854,C10AB07
1855,C10AB08
1856,C10AB09
1857,C10AB10
1858,C10AB11
1859,C10AC
1860,C10AC01
1861,C10AC02
1862,C10AC03
1863,C10AC04
1864,C10AD
1865,C10AD01
1866,C10AD02
1867,C10AD03
1868,C10AD04
1869,C10AD05
1870,C10AD06
1871,C10AD52
1872,C10AX
1873,C10AX01
1874,C10AX02
1875,C10AX03
1876,C10AX05
1877,C10AX06
1878,C10AX07
1879,C10AX08
1880,C10AX09
1881,C10AX10
1882,C10AX11
1883,C10AX12
1884,C10AX13
1885,C10AX14
1886,C10AX15
1887,C10AX16
1888,C10AX17
1889,C10AX18
1890,C10B
1891,C10BA
1892,C10BA01
1893,C10BA02
1894,C10BA03
1895,C10BA04
1896,C10BA05
1897,C10BA06
1898,C10BA07
1899,C10BA08
1900,C10BA09
1901,C10BA10
1902,C10BA11
1903,C10BA12
1904,C10BX
1905,C10BX01
1906,C10BX02
1907,C10BX03
1908,C10BX04
1909,C10BX05
1910,C10BX06
1911,C10BX07
1912,C10BX08
1913,C10BX09
1914,C10BX10
1915,C10BX11
1916,C10BX12
1917,C10BX13
1918,C10BX14
1919,C10BX15
1920,C10BX16
1921,C10BX17
1922,C10BX18
1923,D
1924,D01
1925,D01A
1926,D01AA
1927,D01AA01
1928,D01AA02
1929,D01AA03
1930,D01AA04
1931,D01AA06
1932,D01AA07
1933,D01AA08
1934,D01AA20
1935,D01AC
1936,D01AC01
1937,D01AC02
1938,D01AC03
1939,D01AC04
1940,D01AC05
1941,D01AC06
1942,D01AC07
1943,D01AC08
1944,D01AC09
1945,D01AC10
1946,D01AC11
1947,D01AC12
1948,D01AC13
1949,D01AC14
1950,D01AC15
1951,D01AC16
1952,D01AC17
1953,D01AC18
1954,D01AC19
1955,D01AC20
1956,D01AC52
1957,D01AC60
1958,D01AE
1959,D01AE01
1960,D01AE02
1961,D01AE03
1962,D01AE04
1963,D01AE05
1964,D01AE06
1965,D01AE07
1966,D01AE08
1967,D01AE09
1968,D01AE10
1969,D01AE11
1970,D01AE12
1971,D01AE13
1972,D01AE14
1973,D01AE15
1974,D01AE16
1975,D01AE17
1976,D01AE18
1977,D01AE19
1978,D01AE20
1979,D01AE21
1980,D01AE22
1981,D01AE23
1982,D01AE24
1983,D01AE54
1984,D01B
1985,D01BA
1986,D01BA01
1987,D01BA02
1988,D01BA03
1989,D02
1990,D02A
1991,D02AA
1992,D02AB
1993,D02AC
1994,D02AD
1995,D02AE
1996,D02AE01
1997,D02AE51
1998,D02AF
1999,D02AX
2000,D02B
2001,D02BA
2002,D02BA01
2003,D02BA02
2004,D02BB
2005,D02BB01
2006,D02BB02
2007,D03
2008,D03A
2009,D03AA
2010,D03AX
2011,D03AX01
2012,D03AX02
2013,D03AX03
2014,D03AX04
2015,D03AX05
2016,D03AX06
2017,D03AX09
2018,D03AX10
2019,D03AX11
2020,D03AX12
2021,D03AX13
2022,D03AX14
2023,D03AX15
2024,D03B
2025,D03BA
2026,D03BA01
2027,D03BA02
2028,D03BA03
2029,D03BA52
2030,D04
2031,D04A
2032,D04AA
2033,D04AA01
2034,D04AA02
2035,D04AA03
2036,D04AA04
2037,D04AA09
2038,D04AA10
2039,D04AA12
2040,D04AA13
2041,D04AA14
2042,D04AA15
2043,D04AA16
2044,D04AA22
2045,D04AA32
2046,D04AA33
2047,D04AA34
2048,D04AB
2049,D04AB01
2050,D04AB02
2051,D04AB03
2052,D04AB04
2053,D04AB05
2054,D04AB06
2055,D04AB07
2056,D04AX
2057,D04AX01
2058,D05
2059,D05A
2060,D05AA
2061,D05AC
2062,D05AC01
2063,D05AC51
2064,D05AD
2065,D05AD01
2066,D05AD02
2067,D05AX
2068,D05AX01
2069,D05AX02
2070,D05AX03
2071,D05AX04
2072,D05AX05
2073,D05AX52
2074,D05AX55
2075,D05B
2076,D05BA
2077,D05BA01
2078,D05BA02
2079,D05BA03
2080,D05BB
2081,D05BB01
2082,D05BB02
2083,D05BX
2084,D05BX51
2085,D06
2086,D06A
2087,D06AA
2088,D06AA01
2089,D06AA02
2090,D06AA03
2091,D06AA04
2092,D06AX
2093,D06AX01
2094,D06AX02
2095,D06AX04
2096,D06AX05
2097,D06AX07
2098,D06AX08
2099,D06AX09
2100,D06AX10
2101,D06AX11
2102,D06AX12
2103,D06AX13
2104,D06AX14
2105,D06AX15
2106,D06B
2107,D06BA
2108,D06BA01
2109,D06BA02
2110,D06BA03
2111,D06BA04
2112,D06BA05
2113,D06BA06
2114,D06BA51
2115,D06BB
2116,D06BB01
2117,D06BB02
2118,D06BB03
2119,D06BB04
2120,D06BB05
2121,D06BB06
2122,D06BB07
2123,D06BB08
2124,D06BB09
2125,D06BB10
2126,D06BB11
2127,D06BB12
2128,D06BB53
2129,D06BX
2130,D06BX01
2131,D06BX02
2132,D06BX03
2133,D07
2134,D07A
2135,D07AA
2136,D07AA01
2137,D07AA02
2138,D07AA03
2139,D07AB
2140,D07AB01
2141,D07AB02
2142,D07AB03
2143,D07AB04
2144,D07AB05
2145,D07AB06
2146,D07AB07
2147,D07AB08
2148,D07AB09
2149,D07AB10
2150,D07AB11
2151,D07AB19
2152,D07AB21
2153,D07AB30
2154,D07AC
2155,D07AC01
2156,D07AC02
2157,D07AC03
2158,D07AC04
2159,D07AC05
2160,D07AC06
2161,D07AC07
2162,D07AC08
2163,D07AC09
2164,D07AC10
2165,D07AC11
2166,D07AC12
2167,D07AC13
2168,D07AC14
2169,D07AC15
2170,D07AC16
2171,D07AC17
2172,D07AC18
2173,D07AC19
2174,D07AC21
2175,D07AD
2176,D07AD01
2177,D07AD02
2178,D07B
2179,D07BA
2180,D07BA01
2181,D07BA04
2182,D07BB
2183,D07BB01
2184,D07BB02
2185,D07BB03
2186,D07BB04
2187,D07BC
2188,D07BC01
2189,D07BC02
2190,D07BC03
2191,D07BC04
2192,D07BD
2193,D07C
2194,D07CA
2195,D07CA01
2196,D07CA02
2197,D07CA03
2198,D07CB
2199,D07CB01
2200,D07CB02
2201,D07CB03
2202,D07CB04
2203,D07CB05
2204,D07CC
2205,D07CC01
2206,D07CC02
2207,D07CC03
2208,D07CC04
2209,D07CC05
2210,D07CC06
2211,D07CD
2212,D07CD01
2213,D07X
2214,D07XA
2215,D07XA01
2216,D07XA02
2217,D07XB
2218,D07XB01
2219,D07XB02
2220,D07XB03
2221,D07XB04
2222,D07XB05
2223,D07XB30
2224,D07XC
2225,D07XC01
2226,D07XC02
2227,D07XC03
2228,D07XC04
2229,D07XC05
2230,D07XD
2231,D08
2232,D08A
2233,D08AA
2234,D08AA01
2235,D08AA02
2236,D08AA03
2237,D08AB
2238,D08AC
2239,D08AC01
2240,D08AC02
2241,D08AC03
2242,D08AC04
2243,D08AC05
2244,D08AC52
2245,D08AD
2246,D08AE
2247,D08AE01
2248,D08AE02
2249,D08AE03
2250,D08AE04
2251,D08AE05
2252,D08AE06
2253,D08AF
2254,D08AF01
2255,D08AG
2256,D08AG01
2257,D08AG02
2258,D08AG03
2259,D08AG04
2260,D08AH
2261,D08AH01
2262,D08AH02
2263,D08AH03
2264,D08AH30
2265,D08AJ
2266,D08AJ01
2267,D08AJ02
2268,D08AJ03
2269,D08AJ04
2270,D08AJ05
2271,D08AJ06
2272,D08AJ08
2273,D08AJ10
2274,D08AJ57
2275,D08AJ58
2276,D08AJ59
2277,D08AK
2278,D08AK01
2279,D08AK02
2280,D08AK03
2281,D08AK04
2282,D08AK05
2283,D08AK06
2284,D08AK30
2285,D08AL
2286,D08AL01
2287,D08AL30
2288,D08AX
2289,D08AX01
2290,D08AX02
2291,D08AX03
2292,D08AX04
2293,D08AX05
2294,D08AX06
2295,D08AX07
2296,D08AX08
2297,D08AX53
2298,D09
2299,D09A
2300,D09AA
2301,D09AA01
2302,D09AA02
2303,D09AA03
2304,D09AA04
2305,D09AA05
2306,D09AA06
2307,D09AA07
2308,D09AA08
2309,D09AA09
2310,D09AA10
2311,D09AA11
2312,D09AA12
2313,D09AA13
2314,D09AB
2315,D09AB01
2316,D09AB02
2317,D09AX
2318,D10
2319,D10A
2320,D10AA
2321,D10AA01
2322,D10AA02
2323,D10AA03
2324,D10AB
2325,D10AB01
2326,D10AB02
2327,D10AB03
2328,D10AB05
2329,D10AD
2330,D10AD01
2331,D10AD02
2332,D10AD03
2333,D10AD04
2334,D10AD05
2335,D10AD06
2336,D10AD51
2337,D10AD53
2338,D10AD54
2339,D10AE
2340,D10AE01
2341,D10AE51
2342,D10AF
2343,D10AF01
2344,D10AF02
2345,D10AF03
2346,D10AF04
2347,D10AF05
2348,D10AF06
2349,D10AF07
2350,D10AF51
2351,D10AF52
2352,D10AX
2353,D10AX01
2354,D10AX02
2355,D10AX03
2356,D10AX04
2357,D10AX05
2358,D10AX06
2359,D10AX30
2360,D10B
2361,D10BA
2362,D10BA01
2363,D10BX
2364,D10BX01
2365,D11
2366,D11A
2367,D11AA
2368,D11AA01
2369,D11AC
2370,D11AC01
2371,D11AC02
2372,D11AC03
2373,D11AC06
2374,D11AC08
2375,D11AC09
2376,D11AC30
2377,D11AE
2378,D11AE01
2379,D11AF
2380,D11AH
2381,D11AH01
2382,D11AH02
2383,D11AH03
2384,D11AH04
2385,D11AH05
2386,D11AH06
2387,D11AH07
2388,D11AH08
2389,D11AX
2390,D11AX01
2391,D11AX02
2392,D11AX03
2393,D11AX04
2394,D11AX05
2395,D11AX06
2396,D11AX08
2397,D11AX09
2398,D11AX10
2399,D11AX11
2400,D11AX12
2401,D11AX13
2402,D11AX16
2403,D11AX18
2404,D11AX21
2405,D11AX22
2406,D11AX23
2407,D11AX24
2408,D11AX25
2409,D11AX26
2410,D11AX27
2411,D11AX52
2412,D11AX57
2413,G
2414,G01
2415,G01A
2416,G01AA
2417,G01AA01
2418,G01AA02
2419,G01AA03
2420,G01AA04
2421,G01AA05
2422,G01AA06
2423,G01AA07
2424,G01AA08
2425,G01AA09
2426,G01AA10
2427,G01AA11
2428,G01AA51
2429,G01AB
2430,G01AB01
2431,G01AC
2432,G01AC01
2433,G01AC02
2434,G01AC03
2435,G01AC05
2436,G01AC06
2437,G01AC30
2438,G01AD
2439,G01AD01
2440,G01AD02
2441,G01AD03
2442,G01AE
2443,G01AE01
2444,G01AE10
2445,G01AF
2446,G01AF01
2447,G01AF02
2448,G01AF04
2449,G01AF05
2450,G01AF06
2451,G01AF07
2452,G01AF08
2453,G01AF11
2454,G01AF12
2455,G01AF13
2456,G01AF14
2457,G01AF15
2458,G01AF16
2459,G01AF17
2460,G01AF18
2461,G01AF19
2462,G01AF20
2463,G01AF55
2464,G01AG
2465,G01AG02
2466,G01AX
2467,G01AX01
2468,G01AX02
2469,G01AX03
2470,G01AX05
2471,G01AX06
2472,G01AX09
2473,G01AX11
2474,G01AX12
2475,G01AX13
2476,G01AX14
2477,G01AX15
2478,G01AX16
2479,G01AX17
2480,G01AX66
2481,G01B
2482,G01BA
2483,G01BC
2484,G01BD
2485,G01BE
2486,G01BF
2487,G02
2488,G02A
2489,G02AB
2490,G02AB01
2491,G02AB02
2492,G02AB03
2493,G02AC
2494,G02AC01
2495,G02AD
2496,G02AD01
2497,G02AD02
2498,G02AD03
2499,G02AD04
2500,G02AD05
2501,G02AD06
2502,G02AX
2503,G02B
2504,G02BA
2505,G02BA01
2506,G02BA02
2507,G02BA03
2508,G02BB
2509,G02BB01
2510,G02BB02
2511,G02C
2512,G02CA
2513,G02CA01
2514,G02CA02
2515,G02CA03
2516,G02CB
2517,G02CB01
2518,G02CB02
2519,G02CB03
2520,G02CB04
2521,G02CB05
2522,G02CB06
2523,G02CC
2524,G02CC01
2525,G02CC02
2526,G02CC03
2527,G02CC04
2528,G02CX
2529,G02CX01
2530,G02CX02
2531,G02CX03
2532,G02CX04
2533,G02CX05
2534,G03
2535,G03A
2536,G03AA
2537,G03AA01
2538,G03AA02
2539,G03AA03
2540,G03AA04
2541,G03AA05
2542,G03AA06
2543,G03AA07
2544,G03AA08
2545,G03AA09
2546,G03AA10
2547,G03AA11
2548,G03AA12
2549,G03AA13
2550,G03AA14
2551,G03AA15
2552,G03AA16
2553,G03AA17
2554,G03AA18
2555,G03AB
2556,G03AB01
2557,G03AB02
2558,G03AB03
2559,G03AB04
2560,G03AB05
2561,G03AB06
2562,G03AB07
2563,G03AB08
2564,G03AB09
2565,G03AC
2566,G03AC01
2567,G03AC02
2568,G03AC03
2569,G03AC04
2570,G03AC05
2571,G03AC06
2572,G03AC07
2573,G03AC08
2574,G03AC09
2575,G03AC10
2576,G03AD
2577,G03AD01
2578,G03AD02
2579,G03B
2580,G03BA
2581,G03BA01
2582,G03BA02
2583,G03BA03
2584,G03BB
2585,G03BB01
2586,G03BB02
2587,G03C
2588,G03CA
2589,G03CA01
2590,G03CA03
2591,G03CA04
2592,G03CA06
2593,G03CA07
2594,G03CA09
2595,G03CA53
2596,G03CA57
2597,G03CB
2598,G03CB01
2599,G03CB02
2600,G03CB03
2601,G03CB04
2602,G03CC
2603,G03CC02
2604,G03CC03
2605,G03CC04
2606,G03CC05
2607,G03CC06
2608,G03CC07
2609,G03CX
2610,G03CX01
2611,G03D
2612,G03DA
2613,G03DA01
2614,G03DA02
2615,G03DA03
2616,G03DA04
2617,G03DB
2618,G03DB01
2619,G03DB02
2620,G03DB03
2621,G03DB04
2622,G03DB05
2623,G03DB06
2624,G03DB07
2625,G03DB08
2626,G03DC
2627,G03DC01
2628,G03DC02
2629,G03DC03
2630,G03DC04
2631,G03DC06
2632,G03DC31
2633,G03E
2634,G03EA
2635,G03EA01
2636,G03EA02
2637,G03EA03
2638,G03EB
2639,G03EK
2640,G03EK01
2641,G03F
2642,G03FA
2643,G03FA01
2644,G03FA02
2645,G03FA03
2646,G03FA04
2647,G03FA05
2648,G03FA06
2649,G03FA07
2650,G03FA08
2651,G03FA09
2652,G03FA10
2653,G03FA11
2654,G03FA12
2655,G03FA13
2656,G03FA14
2657,G03FA15
2658,G03FA16
2659,G03FA17
2660,G03FB
2661,G03FB01
2662,G03FB02
2663,G03FB03
2664,G03FB04
2665,G03FB05
2666,G03FB06
2667,G03FB07
2668,G03FB08
2669,G03FB09
2670,G03FB10
2671,G03FB11
2672,G03FB12
2673,G03G
2674,G03GA
2675,G03GA01
2676,G03GA02
2677,G03GA03
2678,G03GA04
2679,G03GA05
2680,G03GA06
2681,G03GA07
2682,G03GA08
2683,G03GA09
2684,G03GA10
2685,G03GA30
2686,G03GB
2687,G03GB01
2688,G03GB02
2689,G03GB03
2690,G03H
2691,G03HA
2692,G03HA01
2693,G03HB
2694,G03HB01
2695,G03X
2696,G03XA
2697,G03XA01
2698,G03XA02
2699,G03XB
2700,G03XB01
2701,G03XB02
2702,G03XB51
2703,G03XC
2704,G03XC01
2705,G03XC02
2706,G03XC03
2707,G03XC04
2708,G03XC05
2709,G03XX
2710,G03XX01
2711,G04
2712,G04B
2713,G04BA
2714,G04BA01
2715,G04BA03
2716,G04BC
2717,G04BD
2718,G04BD01
2719,G04BD02
2720,G04BD03
2721,G04BD04
2722,G04BD05
2723,G04BD06
2724,G04BD07
2725,G04BD08
2726,G04BD09
2727,G04BD10
2728,G04BD11
2729,G04BD12
2730,G04BD13
2731,G04BE
2732,G04BE01
2733,G04BE02
2734,G04BE03
2735,G04BE04
2736,G04BE06
2737,G04BE07
2738,G04BE08
2739,G04BE09
2740,G04BE10
2741,G04BE11
2742,G04BE30
2743,G04BE52
2744,G04BX
2745,G04BX01
2746,G04BX03
2747,G04BX06
2748,G04BX10
2749,G04BX11
2750,G04BX12
2751,G04BX13
2752,G04BX14
2753,G04BX15
2754,G04BX16
2755,G04C
2756,G04CA
2757,G04CA01
2758,G04CA02
2759,G04CA03
2760,G04CA04
2761,G04CA51
2762,G04CA52
2763,G04CA53
2764,G04CA54
2765,G04CB
2766,G04CB01
2767,G04CB02
2768,G04CX
2769,G04CX01
2770,G04CX02
2771,G04CX03
2772,G04CX04
2773,H
2774,H01
2775,H01A
2776,H01AA
2777,H01AA01
2778,H01AA02
2779,H01AB
2780,H01AB01
2781,H01AC
2782,H01AC01
2783,H01AC02
2784,H01AC03
2785,H01AC04
2786,H01AC05
2787,H01AC06
2788,H01AC07
2789,H01AC08
2790,H01AX
2791,H01AX01
2792,H01B
2793,H01BA
2794,H01BA01
2795,H01BA02
2796,H01BA03
2797,H01BA04
2798,H01BA05
2799,H01BB
2800,H01BB01
2801,H01BB02
2802,H01BB03
2803,H01C
2804,H01CA
2805,H01CA01
2806,H01CA02
2807,H01CB
2808,H01CB01
2809,H01CB02
2810,H01CB03
2811,H01CB04
2812,H01CB05
2813,H01CC
2814,H01CC01
2815,H01CC02
2816,H01CC03
2817,H01CC04
2818,H01CC54
2819,H02
2820,H02A
2821,H02AA
2822,H02AA01
2823,H02AA02
2824,H02AA03
2825,H02AB
2826,H02AB01
2827,H02AB02
2828,H02AB03
2829,H02AB04
2830,H02AB05
2831,H02AB06
2832,H02AB07
2833,H02AB08
2834,H02AB09
2835,H02AB10
2836,H02AB11
2837,H02AB12
2838,H02AB13
2839,H02AB14
2840,H02AB15
2841,H02AB17
2842,H02B
2843,H02BX
2844,H02BX01
2845,H02C
2846,H02CA
2847,H02CA01
2848,H02CA02
2849,H02CA03
2850,H03
2851,H03A
2852,H03AA
2853,H03AA01
2854,H03AA02
2855,H03AA03
2856,H03AA04
2857,H03AA05
2858,H03B
2859,H03BA
2860,H03BA01
2861,H03BA02
2862,H03BA03
2863,H03BB
2864,H03BB01
2865,H03BB02
2866,H03BB52
2867,H03BC
2868,H03BC01
2869,H03BX
2870,H03BX01
2871,H03BX02
2872,H03C
2873,H03CA
2874,H04
2875,H04A
2876,H04AA
2877,H04AA01
2878,H05
2879,H05A
2880,H05AA
2881,H05AA01
2882,H05AA02
2883,H05AA03
2884,H05AA04
2885,H05B
2886,H05BA
2887,H05BA01
2888,H05BA02
2889,H05BA03
2890,H05BA04
2891,H05BX
2892,H05BX01
2893,H05BX02
2894,H05BX03
2895,H05BX04
2896,H05BX05
2897,J
2898,J01
2899,J01A
2900,J01AA
2901,J01AA01
2902,J01AA02
2903,J01AA03
2904,J01AA04
2905,J01AA05
2906,J01AA06
2907,J01AA07
2908,J01AA08
2909,J01AA09
2910,J01AA10
2911,J01AA11
2912,J01AA12
2913,J01AA13
2914,J01AA14
2915,J01AA15
2916,J01AA20
2917,J01AA56
2918,J01B
2919,J01BA
2920,J01BA01
2921,J01BA02
2922,J01BA52
2923,J01C
2924,J01CA
2925,J01CA01
2926,J01CA02
2927,J01CA03
2928,J01CA04
2929,J01CA05
2930,J01CA06
2931,J01CA07
2932,J01CA08
2933,J01CA09
2934,J01CA10
2935,J01CA11
2936,J01CA12
2937,J01CA13
2938,J01CA14
2939,J01CA15
2940,J01CA16
2941,J01CA17
2942,J01CA18
2943,J01CA19
2944,J01CA20
2945,J01CA51
2946,J01CE
2947,J01CE01
2948,J01CE02
2949,J01CE03
2950,J01CE04
2951,J01CE05
2952,J01CE06
2953,J01CE07
2954,J01CE08
2955,J01CE09
2956,J01CE10
2957,J01CE30
2958,J01CF
2959,J01CF01
2960,J01CF02
2961,J01CF03
2962,J01CF04
2963,J01CF05
2964,J01CF06
2965,J01CG
2966,J01CG01
2967,J01CG02
2968,J01CR
2969,J01CR01
2970,J01CR02
2971,J01CR03
2972,J01CR04
2973,J01CR05
2974,J01CR50
2975,J01D
2976,J01DB
2977,J01DB01
2978,J01DB02
2979,J01DB03
2980,J01DB04
2981,J01DB05
2982,J01DB06
2983,J01DB07
2984,J01DB08
2985,J01DB09
2986,J01DB10
2987,J01DB11
2988,J01DB12
2989,J01DC
2990,J01DC01
2991,J01DC02
2992,J01DC03
2993,J01DC04
2994,J01DC05
2995,J01DC06
2996,J01DC07
2997,J01DC08
2998,J01DC09
2999,J01DC10
3000,J01DC11
3001,J01DC12
3002,J01DC13
3003,J01DC14
3004,J01DD
3005,J01DD01
3006,J01DD02
3007,J01DD03
3008,J01DD04
3009,J01DD05
3010,J01DD06
3011,J01DD07
3012,J01DD08
3013,J01DD09
3014,J01DD10
3015,J01DD11
3016,J01DD12
3017,J01DD13
3018,J01DD14
3019,J01DD15
3020,J01DD16
3021,J01DD17
3022,J01DD18
3023,J01DD51
3024,J01DD52
3025,J01DD54
3026,J01DD62
3027,J01DD63
3028,J01DD64
3029,J01DE
3030,J01DE01
3031,J01DE02
3032,J01DE03
3033,J01DF
3034,J01DF01
3035,J01DF02
3036,J01DH
3037,J01DH02
3038,J01DH03
3039,J01DH04
3040,J01DH05
3041,J01DH06
3042,J01DH51
3043,J01DH52
3044,J01DH55
3045,J01DH56
3046,J01DI
3047,J01DI01
3048,J01DI02
3049,J01DI03
3050,J01DI04
3051,J01DI54
3052,J01E
3053,J01EA
3054,J01EA01
3055,J01EA02
3056,J01EA03
3057,J01EB
3058,J01EB01
3059,J01EB02
3060,J01EB03
3061,J01EB04
3062,J01EB05
3063,J01EB06
3064,J01EB07
3065,J01EB08
3066,J01EB20
3067,J01EC
3068,J01EC01
3069,J01EC02
3070,J01EC03
3071,J01EC20
3072,J01ED
3073,J01ED01
3074,J01ED02
3075,J01ED03
3076,J01ED04
3077,J01ED05
3078,J01ED06
3079,J01ED07
3080,J01ED08
3081,J01ED09
3082,J01ED20
3083,J01EE
3084,J01EE01
3085,J01EE02
3086,J01EE03
3087,J01EE04
3088,J01EE05
3089,J01EE06
3090,J01EE07
3091,J01F
3092,J01FA
3093,J01FA01
3094,J01FA02
3095,J01FA03
3096,J01FA05
3097,J01FA06
3098,J01FA07
3099,J01FA08
3100,J01FA09
3101,J01FA10
3102,J01FA11
3103,J01FA12
3104,J01FA13
3105,J01FA14
3106,J01FA15
3107,J01FA16
3108,J01FF
3109,J01FF01
3110,J01FF02
3111,J01FG
3112,J01FG01
3113,J01FG02
3114,J01G
3115,J01GA
3116,J01GA01
3117,J01GA02
3118,J01GB
3119,J01GB01
3120,J01GB03
3121,J01GB04
3122,J01GB05
3123,J01GB06
3124,J01GB07
3125,J01GB08
3126,J01GB09
3127,J01GB10
3128,J01GB11
3129,J01GB12
3130,J01GB13
3131,J01GB14
3132,J01M
3133,J01MA
3134,J01MA01
3135,J01MA02
3136,J01MA03
3137,J01MA04
3138,J01MA05
3139,J01MA06
3140,J01MA07
3141,J01MA08
3142,J01MA09
3143,J01MA10
3144,J01MA11
3145,J01MA12
3146,J01MA13
3147,J01MA14
3148,J01MA15
3149,J01MA16
3150,J01MA17
3151,J01MA18
3152,J01MA19
3153,J01MA21
3154,J01MA22
3155,J01MA23
3156,J01MA24
3157,J01MA25
3158,J01MB
3159,J01MB01
3160,J01MB02
3161,J01MB03
3162,J01MB04
3163,J01MB05
3164,J01MB06
3165,J01MB07
3166,J01MB08
3167,J01R
3168,J01RA
3169,J01RA01
3170,J01RA02
3171,J01RA03
3172,J01RA04
3173,J01RA05
3174,J01RA06
3175,J01RA07
3176,J01RA08
3177,J01RA09
3178,J01RA10
3179,J01RA11
3180,J01RA12
3181,J01RA13
3182,J01RA14
3183,J01RA15
3184,J01X
3185,J01XA
3186,J01XA01
3187,J01XA02
3188,J01XA03
3189,J01XA04
3190,J01XA05
3191,J01XB
3192,J01XB01
3193,J01XB02
3194,J01XC
3195,J01XC01
3196,J01XD
3197,J01XD01
3198,J01XD02
3199,J01XD03
3200,J01XE
3201,J01XE01
3202,J01XE02
3203,J01XE03
3204,J01XE51
3205,J01XX
3206,J01XX01
3207,J01XX02
3208,J01XX03
3209,J01XX04
3210,J01XX05
3211,J01XX06
3212,J01XX07
3213,J01XX08
3214,J01XX09
3215,J01XX10
3216,J01XX11
3217,J01XX12
3218,J02
3219,J02A
3220,J02AA
3221,J02AA01
3222,J02AA02
3223,J02AB
3224,J02AB01
3225,J02AB02
3226,J02AC
3227,J02AC01
3228,J02AC02
3229,J02AC03
3230,J02AC04
3231,J02AC05
3232,J02AC06
3233,J02AX
3234,J02AX01
3235,J02AX04
3236,J02AX05
3237,J02AX06
3238,J04
3239,J04A
3240,J04AA
3241,J04AA01
3242,J04AA02
3243,J04AA03
3244,J04AB
3245,J04AB01
3246,J04AB02
3247,J04AB03
3248,J04AB04
3249,J04AB05
3250,J04AB06
3251,J04AB30
3252,J04AC
3253,J04AC01
3254,J04AC51
3255,J04AD
3256,J04AD01
3257,J04AD02
3258,J04AD03
3259,J04AK
3260,J04AK01
3261,J04AK02
3262,J04AK03
3263,J04AK04
3264,J04AK05
3265,J04AK06
3266,J04AK07
3267,J04AK08
3268,J04AM
3269,J04AM01
3270,J04AM02
3271,J04AM03
3272,J04AM04
3273,J04AM05
3274,J04AM06
3275,J04AM07
3276,J04AM08
3277,J04B
3278,J04BA
3279,J04BA01
3280,J04BA02
3281,J04BA03
3282,J05
3283,J05A
3284,J05AA
3285,J05AA01
3286,J05AB
3287,J05AB01
3288,J05AB02
3289,J05AB03
3290,J05AB06
3291,J05AB09
3292,J05AB11
3293,J05AB12
3294,J05AB13
3295,J05AB14
3296,J05AB15
3297,J05AB16
3298,J05AB17
3299,J05AC
3300,J05AC02
3301,J05AC03
3302,J05AD
3303,J05AD01
3304,J05AD02
3305,J05AE
3306,J05AE01
3307,J05AE02
3308,J05AE03
3309,J05AE04
3310,J05AE05
3311,J05AE07
3312,J05AE08
3313,J05AE09
3314,J05AE10
3315,J05AF
3316,J05AF01
3317,J05AF02
3318,J05AF03
3319,J05AF04
3320,J05AF05
