atc_idx,atc_code
3321,J05AF06
3322,J05AF07
3323,J05AF08
3324,J05AF09
3325,J05AF10
3326,J05AF11
3327,J05AF12
3328,J05AF13
3329,J05AG
3330,J05AG01
3331,J05AG02
3332,J05AG03
3333,J05AG04
3334,J05AG05
3335,J05AG06
3336,J05AH
3337,J05AH01
3338,J05AH02
3339,J05AH03
3340,J05AH04
3341,J05AJ
3342,J05AJ01
3343,J05AJ02
3344,J05AJ03
3345,J05AJ04
3346,J05AP
3347,J05AP01
3348,J05AP02
3349,J05AP03
3350,J05AP04
3351,J05AP05
3352,J05AP06
3353,J05AP07
3354,J05AP08
3355,J05AP09
3356,J05AP10
3357,J05AP11
3358,J05AP12
3359,J05AP51
3360,J05AP52
3361,J05AP53
3362,J05AP54
3363,J05AP55
3364,J05AP56
3365,J05AP57
3366,J05AP58
3367,J05AR
3368,J05AR01
3369,J05AR02
3370,J05AR03
3371,J05AR04
3372,J05AR05
3373,J05AR06
3374,J05AR07
3375,J05AR08
3376,J05AR09
3377,J05AR10
3378,J05AR11
3379,J05AR12
3380,J05AR13
3381,J05AR14
3382,J05AR15
3383,J05AR16
3384,J05AR17
3385,J05AR18
3386,J05AR19
3387,J05AR20
3388,J05AR21
3389,J05AR22
3390,J05AR23
3391,J05AR24
3392,J05AR25
3393,J05AR26
3394,J05AR27
3395,J05AX
3396,J05AX01
3397,J05AX02
3398,J05AX05
3399,J05AX06
3400,J05AX07
3401,J05AX09
3402,J05AX10
3403,J05AX13
3404,J05AX17
3405,J05AX18
3406,J05AX19
3407,J05AX21
3408,J05AX23
3409,J05AX24
3410,J05AX25
3411,J05AX26
3412,J05AX27
3413,J05AX28
3414,J05AX29
3415,J05AX31
3416,J06
3417,J06A
3418,J06AA
3419,J06AA01
3420,J06AA02
3421,J06AA03
3422,J06AA04
3423,J06AA05
3424,J06AA06
3425,J06B
3426,J06BA
3427,J06BA01
3428,J06BA02
3429,J06BB
3430,J06BB01
3431,J06BB02
3432,J06BB03
3433,J06BB04
3434,J06BB05
3435,J06BB06
3436,J06BB07
3437,J06BB08
3438,J06BB09
3439,J06BB10
3440,J06BB11
3441,J06BB12
3442,J06BB13
3443,J06BB14
3444,J06BB15
3445,J06BB19
3446,J06BB30
3447,J06BC
3448,J06BC01
3449,J06BC02
3450,J06BC03
3451,J06BC04
3452,J06BD
3453,J06BD01
3454,J06BD02
3455,J06BD03
3456,J07
3457,J07A
3458,J07AC
3459,J07AC01
3460,J07AD
3461,J07AD01
3462,J07AE
3463,J07AE01
3464,J07AE02
3465,J07AE51
3466,J07AF
3467,J07AF01
3468,J07AG
3469,J07AG01
3470,J07AG51
3471,J07AG52
3472,J07AG53
3473,J07AG54
3474,J07AH
3475,J07AH01
3476,J07AH02
3477,J07AH03
3478,J07AH04
3479,J07AH05
3480,J07AH06
3481,J07AH07
3482,J07AH08
3483,J07AH09
3484,J07AH10
3485,J07AJ
3486,J07AJ01
3487,J07AJ02
3488,J07AJ51
3489,J07AJ52
3490,J07AK
3491,J07AK01
3492,J07AL
3493,J07AL01
3494,J07AL02
3495,J07AL52
3496,J07AM
3497,J07AM01
3498,J07AM51
3499,J07AM52
3500,J07AN
3501,J07AN01
3502,J07AP
3503,J07AP01
3504,J07AP02
3505,J07AP03
3506,J07AP10
3507,J07AR
3508,J07AR01
3509,J07AX
3510,J07B
3511,J07BA
3512,J07BA01
3513,J07BA02
3514,J07BA03
3515,J07BB
3516,J07BB01
3517,J07BB02
3518,J07BB03
3519,J07BB04
3520,J07BC
3521,J07BC01
3522,J07BC02
3523,J07BC20
3524,J07BD
3525,J07BD01
3526,J07BD51
3527,J07BD52
3528,J07BD53
3529,J07BD54
3530,J07BE
3531,J07BE01
3532,J07BF
3533,J07BF01
3534,J07BF02
3535,J07BF03
3536,J07BF04
3537,J07BG
3538,J07BG01
3539,J07BH
3540,J07BH01
3541,J07BH02
3542,J07BJ
3543,J07BJ01
3544,J07BJ51
3545,J07BK
3546,J07BK01
3547,J07BK02
3548,J07BK03
3549,J07BL
3550,J07BL01
3551,J07BM
3552,J07BM01
3553,J07BM02
3554,J07BM03
3555,J07BX
3556,J07BX01
3557,J07BX02
3558,J07BX03
3559,J07BX04
3560,J07C
3561,J07CA
3562,J07CA01
3563,J07CA02
3564,J07CA03
3565,J07CA04
3566,J07CA05
3567,J07CA06
3568,J07CA07
3569,J07CA08
3570,J07CA09
3571,J07CA10
3572,J07CA11
3573,J07CA12
3574,J07CA13
3575,L
3576,L01
3577,L01A
3578,L01AA
3579,L01AA01
3580,L01AA02
3581,L01AA03
3582,L01AA05
3583,L01AA06
3584,L01AA07
3585,L01AA08
3586,L01AA09
3587,L01AA10
3588,L01AB
3589,L01AB01
3590,L01AB02
3591,L01AB03
3592,L01AC
3593,L01AC01
3594,L01AC02
3595,L01AC03
3596,L01AD
3597,L01AD01
3598,L01AD02
3599,L01AD03
3600,L01AD04
3601,L01AD05
3602,L01AD06
3603,L01AD07
3604,L01AD08
3605,L01AG
3606,L01AG01
3607,L01AX
3608,L01AX01
3609,L01AX02
3610,L01AX03
3611,L01AX04
3612,L01B
3613,L01BA
3614,L01BA01
3615,L01BA03
3616,L01BA04
3617,L01BA05
3618,L01BB
3619,L01BB02
3620,L01BB03
3621,L01BB04
3622,L01BB05
3623,L01BB06
3624,L01BB07
3625,L01BC
3626,L01BC01
3627,L01BC02
3628,L01BC03
3629,L01BC04
3630,L01BC05
3631,L01BC06
3632,L01BC07
3633,L01BC08
3634,L01BC09
3635,L01BC52
3636,L01BC53
3637,L01BC59
3638,L01C
3639,L01CA
3640,L01CA01
3641,L01CA02
3642,L01CA03
3643,L01CA04
3644,L01CA05
3645,L01CA06
3646,L01CB
3647,L01CB01
3648,L01CB02
3649,L01CC
3650,L01CC01
3651,L01CD
3652,L01CD01
3653,L01CD02
3654,L01CD03
3655,L01CD04
3656,L01CE
3657,L01CE01
3658,L01CE02
3659,L01CE03
3660,L01CE04
3661,L01CX
3662,L01CX01
3663,L01D
3664,L01DA
3665,L01DA01
3666,L01DB
3667,L01DB01
3668,L01DB02
3669,L01DB03
3670,L01DB04
3671,L01DB05
3672,L01DB06
3673,L01DB07
3674,L01DB08
3675,L01DB09
3676,L01DB10
3677,L01DB11
3678,L01DC
3679,L01DC01
3680,L01DC02
3681,L01DC03
3682,L01DC04
3683,L01E
3684,L01EA
3685,L01EA01
3686,L01EA02
3687,L01EA03
3688,L01EA04
3689,L01EA05
3690,L01EA06
3691,L01EB
3692,L01EB01
3693,L01EB02
3694,L01EB03
3695,L01EB04
3696,L01EB05
3697,L01EB06
3698,L01EB07
3699,L01EB08
3700,L01EC
3701,L01EC01
3702,L01EC02
3703,L01EC03
3704,L01ED
3705,L01ED01
3706,L01ED02
3707,L01ED03
3708,L01ED04
3709,L01ED05
3710,L01EE
3711,L01EE01
3712,L01EE02
3713,L01EE03
3714,L01EE04
3715,L01EF
3716,L01EF01
3717,L01EF02
3718,L01EF03
3719,L01EG
3720,L01EG01
3721,L01EG02
3722,L01EG03
3723,L01EH
3724,L01EH01
3725,L01EH02
3726,L01EH03
3727,L01EJ
3728,L01EJ01
3729,L01EJ02
3730,L01EJ03
3731,L01EK
3732,L01EK01
3733,L01EK02
3734,L01EK03
3735,L01EL
3736,L01EL01
3737,L01EL02
3738,L01EL03
3739,L01EM
3740,L01EM01
3741,L01EM02
3742,L01EM03
3743,L01EM04
3744,L01EN
3745,L01EN01
3746,L01EN02
3747,L01EN03
3748,L01EN04
3749,L01EX
3750,L01EX01
3751,L01EX02
3752,L01EX03
3753,L01EX04
3754,L01EX05
3755,L01EX06
3756,L01EX07
3757,L01EX08
3758,L01EX09
3759,L01EX10
3760,L01EX11
3761,L01EX12
3762,L01EX13
3763,L01EX14
3764,L01EX15
3765,L01EX17
3766,L01EX18
3767,L01EX19
3768,L01EX21
3769,L01EX22
3770,L01EX23
3771,L01F
3772,L01FA
3773,L01FA01
3774,L01FA02
3775,L01FA03
3776,L01FB
3777,L01FB01
3778,L01FB02
3779,L01FC
3780,L01FC01
3781,L01FC02
3782,L01FD
3783,L01FD01
3784,L01FD02
3785,L01FD03
3786,L01FD04
3787,L01FD05
3788,L01FE
3789,L01FE01
3790,L01FE02
3791,L01FE03
3792,L01FF
3793,L01FF01
3794,L01FF02
3795,L01FF03
3796,L01FF04
3797,L01FF05
3798,L01FF06
3799,L01FF07
3800,L01FF08
3801,L01FF09
3802,L01FF10
3803,L01FG
3804,L01FG01
3805,L01FG02
3806,L01FX
3807,L01FX01
3808,L01FX02
3809,L01FX03
3810,L01FX04
3811,L01FX05
3812,L01FX06
3813,L01FX07
3814,L01FX08
3815,L01FX09
3816,L01FX10
3817,L01FX11
3818,L01FX12
3819,L01FX13
3820,L01FX14
3821,L01FX15
3822,L01FX16
3823,L01FX17
3824,L01FX18
3825,L01X
3826,L01XA
3827,L01XA01
3828,L01XA02
3829,L01XA03
3830,L01XA04
3831,L01XA05
3832,L01XB
3833,L01XB01
3834,L01XD
3835,L01XD01
3836,L01XD03
3837,L01XD04
3838,L01XD05
3839,L01XD06
3840,L01XD07
3841,L01XF
3842,L01XF01
3843,L01XF02
3844,L01XF03
3845,L01XG
3846,L01XG01
3847,L01XG02
3848,L01XG03
3849,L01XH
3850,L01XH01
3851,L01XH02
3852,L01XH03
3853,L01XH04
3854,L01XH05
3855,L01XJ
3856,L01XJ01
3857,L01XJ02
3858,L01XJ03
3859,L01XK
3860,L01XK01
3861,L01XK02
3862,L01XK03
3863,L01XK04
3864,L01XK05
3865,L01XK06
3866,L01XX
3867,L01XX01
3868,L01XX02
3869,L01XX03
3870,L01XX05
3871,L01XX07
3872,L01XX08
3873,L01XX10
3874,L01XX11
3875,L01XX16
3876,L01XX18
3877,L01XX23
3878,L01XX24
3879,L01XX27
3880,L01XX29
3881,L01XX33
3882,L01XX35
3883,L01XX36
3884,L01XX37
3885,L01XX40
3886,L01XX41
3887,L01XX44
3888,L01XX51
3889,L01XX52
3890,L01XX53
3891,L01XX57
3892,L01XX58
3893,L01XX59
3894,L01XX62
3895,L01XX66
3896,L01XX67
3897,L01XX69
3898,L01XX70
3899,L01XX71
3900,L01XX72
3901,L01XX73
3902,L01XX74
3903,L01XY
3904,L01XY01
3905,L01XY02
3906,L02
3907,L02A
3908,L02AA
3909,L02AA01
3910,L02AA02
3911,L02AA03
3912,L02AA04
3913,L02AB
3914,L02AB01
3915,L02AB02
3916,L02AB03
3917,L02AE
3918,L02AE01
3919,L02AE02
3920,L02AE03
3921,L02AE04
3922,L02AE05
3923,L02AE51
3924,L02AX
3925,L02B
3926,L02BA
3927,L02BA01
3928,L02BA02
3929,L02BA03
3930,L02BB
3931,L02BB01
3932,L02BB02
3933,L02BB03
3934,L02BB04
3935,L02BB05
3936,L02BB06
3937,L02BG
3938,L02BG01
3939,L02BG02
3940,L02BG03
3941,L02BG04
3942,L02BG05
3943,L02BG06
3944,L02BX
3945,L02BX01
3946,L02BX02
3947,L02BX03
3948,L02BX04
3949,L03
3950,L03A
3951,L03AA
3952,L03AA02
3953,L03AA03
3954,L03AA09
3955,L03AA10
3956,L03AA12
3957,L03AA13
3958,L03AA14
3959,L03AA15
3960,L03AA16
3961,L03AA17
3962,L03AB
3963,L03AB01
3964,L03AB02
3965,L03AB03
3966,L03AB04
3967,L03AB05
3968,L03AB06
3969,L03AB07
3970,L03AB08
3971,L03AB09
3972,L03AB10
3973,L03AB11
3974,L03AB12
3975,L03AB13
3976,L03AB14
3977,L03AB15
3978,L03AB16
3979,L03AB60
3980,L03AB61
3981,L03AC
3982,L03AC01
3983,L03AC02
3984,L03AX
3985,L03AX01
3986,L03AX02
3987,L03AX03
3988,L03AX04
3989,L03AX05
3990,L03AX07
3991,L03AX08
3992,L03AX09
3993,L03AX10
3994,L03AX11
3995,L03AX12
3996,L03AX13
3997,L03AX14
3998,L03AX15
3999,L03AX16
4000,L03AX17
4001,L03AX18
4002,L03AX19
4003,L03AX21
4004,L04
4005,L04A
4006,L04AA
4007,L04AA02
4008,L04AA03
4009,L04AA04
4010,L04AA06
4011,L04AA10
4012,L04AA13
4013,L04AA15
4014,L04AA18
4015,L04AA19
4016,L04AA21
4017,L04AA22
4018,L04AA23
4019,L04AA24
4020,L04AA25
4021,L04AA26
4022,L04AA27
4023,L04AA28
4024,L04AA29
4025,L04AA31
4026,L04AA32
4027,L04AA33
4028,L04AA34
4029,L04AA35
4030,L04AA36
4031,L04AA37
4032,L04AA38
4033,L04AA39
4034,L04AA40
4035,L04AA41
4036,L04AA42
4037,L04AA43
4038,L04AA44
4039,L04AA45
4040,L04AA46
4041,L04AA47
4042,L04AA48
4043,L04AA49
4044,L04AA50
4045,L04AA51
4046,L04AA52
4047,L04AA53
4048,L04AA54
4049,L04AA55
4050,L04AA56
4051,L04AB
4052,L04AB01
4053,L04AB02
4054,L04AB03
4055,L04AB04
4056,L04AB05
4057,L04AB06
4058,L04AB07
4059,L04AC
4060,L04AC01
4061,L04AC02
4062,L04AC03
4063,L04AC04
4064,L04AC05
4065,L04AC07
4066,L04AC08
4067,L04AC09
4068,L04AC10
4069,L04AC11
4070,L04AC12
4071,L04AC13
4072,L04AC14
4073,L04AC15
4074,L04AC16
4075,L04AC17
4076,L04AC18
4077,L04AC19
4078,L04AC20
4079,L04AC21
4080,L04AC22
4081,L04AD
4082,L04AD01
4083,L04AD02
4084,L04AD03
4085,L04AX
4086,L04AX01
4087,L04AX02
4088,L04AX03
4089,L04AX04
4090,L04AX05
4091,L04AX06
4092,L04AX07
4093,L04AX08
4094,L04AX09
4095,M
4096,M01
4097,M01A
4098,M01AA
4099,M01AA01
4100,M01AA02
4101,M01AA03
4102,M01AA05
4103,M01AA06
4104,M01AB
4105,M01AB01
4106,M01AB02
4107,M01AB03
4108,M01AB04
4109,M01AB05
4110,M01AB06
4111,M01AB07
4112,M01AB08
4113,M01AB09
4114,M01AB10
4115,M01AB11
4116,M01AB12
4117,M01AB13
4118,M01AB14
4119,M01AB15
4120,M01AB16
4121,M01AB17
4122,M01AB51
4123,M01AB55
4124,M01AC
4125,M01AC01
4126,M01AC02
4127,M01AC04
4128,M01AC05
4129,M01AC06
4130,M01AC56
4131,M01AE
4132,M01AE01
4133,M01AE02
4134,M01AE03
4135,M01AE04
4136,M01AE05
4137,M01AE06
4138,M01AE07
4139,M01AE08
4140,M01AE09
4141,M01AE10
4142,M01AE11
4143,M01AE12
4144,M01AE13
4145,M01AE14
4146,M01AE15
4147,M01AE16
4148,M01AE17
4149,M01AE18
4150,M01AE51
4151,M01AE52
4152,M01AE53
4153,M01AE56
4154,M01AG
4155,M01AG01
4156,M01AG02
4157,M01AG03
4158,M01AG04
4159,M01AH
4160,M01AH01
4161,M01AH02
4162,M01AH03
4163,M01AH04
4164,M01AH05
4165,M01AH06
4166,M01AH07
4167,M01AX
4168,M01AX01
4169,M01AX02
4170,M01AX04
4171,M01AX05
4172,M01AX07
4173,M01AX12
4174,M01AX13
4175,M01AX14
4176,M01AX17
4177,M01AX18
4178,M01AX21
4179,M01AX22
4180,M01AX23
4181,M01AX24
4182,M01AX25
4183,M01AX26
4184,M01AX68
4185,M01B
4186,M01BA
4187,M01BA01
4188,M01BA02
4189,M01BA03
4190,M01BX
4191,M01C
4192,M01CA
4193,M01CA03
4194,M01CB
4195,M01CB01
4196,M01CB02
4197,M01CB03
4198,M01CB04
4199,M01CB05
4200,M01CC
4201,M01CC01
4202,M01CC02
4203,M01CX
4204,M02
4205,M02A
4206,M02AA
4207,M02AA01
4208,M02AA02
4209,M02AA03
4210,M02AA04
4211,M02AA05
4212,M02AA06
4213,M02AA07
4214,M02AA08
4215,M02AA09
4216,M02AA10
4217,M02AA11
4218,M02AA12
4219,M02AA13
4220,M02AA14
4221,M02AA15
4222,M02AA16
4223,M02AA17
4224,M02AA18
4225,M02AA19
4226,M02AA21
4227,M02AA22
4228,M02AA23
4229,M02AA24
4230,M02AA25
4231,M02AA26
4232,M02AA27
4233,M02AA28
4234,M02AA29
4235,M02AA31
4236,M02AB
4237,M02AB01
4238,M02AB02
4239,M02AC
4240,M02AX
4241,M02AX02
4242,M02AX03
4243,M02AX05
4244,M02AX06
4245,M02AX10
4246,M03
4247,M03A
4248,M03AA
4249,M03AA01
4250,M03AA02
4251,M03AA04
4252,M03AB
4253,M03AB01
4254,M03AC
4255,M03AC01
4256,M03AC02
4257,M03AC03
4258,M03AC04
4259,M03AC05
4260,M03AC06
4261,M03AC07
4262,M03AC08
4263,M03AC09
4264,M03AC10
4265,M03AC11
4266,M03AX
4267,M03AX01
4268,M03B
4269,M03BA
4270,M03BA01
4271,M03BA02
4272,M03BA03
4273,M03BA04
4274,M03BA05
4275,M03BA51
4276,M03BA52
4277,M03BA53
4278,M03BA71
4279,M03BA72
4280,M03BA73
4281,M03BB
4282,M03BB02
4283,M03BB03
4284,M03BB52
4285,M03BB53
4286,M03BB72
4287,M03BB73
4288,M03BC
4289,M03BC01
4290,M03BC51
4291,M03BX
4292,M03BX01
4293,M03BX02
4294,M03BX03
4295,M03BX04
4296,M03BX05
4297,M03BX06
4298,M03BX07
4299,M03BX08
4300,M03BX09
4301,M03BX30
4302,M03BX55
4303,M03C
4304,M03CA
4305,M03CA01
4306,M04
4307,M04A
4308,M04AA
4309,M04AA01
4310,M04AA02
4311,M04AA03
4312,M04AA51
4313,M04AB
4314,M04AB01
4315,M04AB02
4316,M04AB03
4317,M04AB04
4318,M04AB05
4319,M04AC
4320,M04AC01
4321,M04AC02
4322,M04AX
4323,M04AX01
4324,M04AX02
4325,M05
4326,M05B
4327,M05BA
4328,M05BA01
4329,M05BA02
4330,M05BA03
4331,M05BA04
4332,M05BA05
4333,M05BA06
4334,M05BA07
4335,M05BA08
4336,M05BB
4337,M05BB01
4338,M05BB02
4339,M05BB03
4340,M05BB04
4341,M05BB05
4342,M05BB06
4343,M05BB07
4344,M05BB08
4345,M05BB09
4346,M05BC
4347,M05BC01
4348,M05BC02
4349,M05BX
4350,M05BX01
4351,M05BX02
4352,M05BX03
4353,M05BX04
4354,M05BX05
4355,M05BX06
4356,M05BX07
4357,M05BX53
4358,M09
4359,M09A
4360,M09AA
4361,M09AA01
4362,M09AA72
4363,M09AB
4364,M09AB01
4365,M09AB02
4366,M09AB03
4367,M09AB52
4368,M09AX
4369,M09AX01
4370,M09AX02
4371,M09AX03
4372,M09AX04
4373,M09AX05
4374,M09AX06
4375,M09AX07
4376,M09AX08
4377,M09AX09
4378,M09AX10
4379,M09AX11
4380,M09AX12
4381,M09AX13
4382,N
4383,N01
4384,N01A
4385,N01AA
4386,N01AA01
4387,N01AA02
4388,N01AB
4389,N01AB01
4390,N01AB02
4391,N01AB04
4392,N01AB05
4393,N01AB06
4394,N01AB07
4395,N01AB08
4396,N01AF
4397,N01AF01
4398,N01AF02
4399,N01AF03
4400,N01AG
4401,N01AG01
4402,N01AH
4403,N01AH01
4404,N01AH02
4405,N01AH03
4406,N01AH04
4407,N01AH05
4408,N01AH06
4409,N01AH51
4410,N01AX
4411,N01AX03
4412,N01AX04
4413,N01AX05
4414,N01AX07
4415,N01AX10
4416,N01AX11
4417,N01AX13
4418,N01AX14
4419,N01AX15
4420,N01AX63
4421,N01B
4422,N01BA
4423,N01BA01
4424,N01BA02
4425,N01BA03
4426,N01BA04
4427,N01BA05
4428,N01BA52
4429,N01BA53
4430,N01BB
4431,N01BB01
4432,N01BB02
4433,N01BB03
4434,N01BB04
4435,N01BB05
4436,N01BB06
4437,N01BB07
4438,N01BB08
4439,N01BB09
4440,N01BB10
4441,N01BB20
4442,N01BB51
4443,N01BB52
4444,N01BB53
4445,N01BB54
4446,N01BB57
4447,N01BB58
4448,N01BB59
4449,N01BC
4450,N01BC01
4451,N01BX
4452,N01BX01
4453,N01BX02
4454,N01BX03
4455,N01BX04
4456,N02
4457,N02A
4458,N02AA
4459,N02AA01
4460,N02AA02
4461,N02AA03
4462,N02AA04
4463,N02AA05
4464,N02AA08
4465,N02AA10
4466,N02AA11
4467,N02AA51
4468,N02AA53
4469,N02AA55
4470,N02AA56
4471,N02AA58
4472,N02AA59
4473,N02AA79
4474,N02AB
4475,N02AB01
4476,N02AB02
4477,N02AB03
4478,N02AB52
4479,N02AB72
4480,N02AC
4481,N02AC01
4482,N02AC03
4483,N02AC04
4484,N02AC05
4485,N02AC52
4486,N02AC54
4487,N02AC74
4488,N02AD
4489,N02AD01
4490,N02AD02
4491,N02AE
4492,N02AE01
4493,N02AF
4494,N02AF01
4495,N02AF02
4496,N02AG
4497,N02AG01
4498,N02AG02
4499,N02AG03
4500,N02AG04
4501,N02AJ
4502,N02AJ01
4503,N02AJ02
4504,N02AJ03
4505,N02AJ06
4506,N02AJ07
4507,N02AJ08
4508,N02AJ09
4509,N02AJ13
4510,N02AJ14
4511,N02AJ15
4512,N02AJ16
4513,N02AJ17
4514,N02AJ18
4515,N02AJ19
4516,N02AX
4517,N02AX01
4518,N02AX02
4519,N02AX03
4520,N02AX05
4521,N02AX06
4522,N02AX07
4523,N02AX51
4524,N02B
4525,N02BA
4526,N02BA01
4527,N02BA02
4528,N02BA03
4529,N02BA04
4530,N02BA05
4531,N02BA06
4532,N02BA07
4533,N02BA08
4534,N02BA09
4535,N02BA10
4536,N02BA11
4537,N02BA12
4538,N02BA14
4539,N02BA15
4540,N02BA16
4541,N02BA51
4542,N02BA55
4543,N02BA57
4544,N02BA59
4545,N02BA65
4546,N02BA71
4547,N02BA75
4548,N02BA77
4549,N02BA79
4550,N02BB
4551,N02BB01
4552,N02BB02
4553,N02BB03
4554,N02BB04
4555,N02BB05
4556,N02BB51
4557,N02BB52
4558,N02BB53
4559,N02BB54
4560,N02BB71
4561,N02BB72
4562,N02BB73
4563,N02BB74
4564,N02BE
4565,N02BE01
4566,N02BE03
4567,N02BE04
4568,N02BE05
4569,N02BE51
4570,N02BE53
4571,N02BE54
4572,N02BE71
4573,N02BE73
4574,N02BE74
4575,N02BG
4576,N02BG02
4577,N02BG03
4578,N02BG04
4579,N02BG05
4580,N02BG06
4581,N02BG07
4582,N02BG08
4583,N02BG09
4584,N02BG10
4585,N02BG11
4586,N02BG12
4587,N02C
4588,N02CA
4589,N02CA01
4590,N02CA02
4591,N02CA04
4592,N02CA07
4593,N02CA51
4594,N02CA52
4595,N02CA72
4596,N02CB
4597,N02CB01
4598,N02CC
4599,N02CC01
4600,N02CC02
4601,N02CC03
4602,N02CC04
4603,N02CC05
4604,N02CC06
4605,N02CC07
4606,N02CC08
4607,N02CD
4608,N02CD01
4609,N02CD02
4610,N02CD03
4611,N02CD04
4612,N02CD05
4613,N02CD06
4614,N02CD07
4615,N02CX
4616,N02CX01
4617,N02CX02
4618,N02CX03
4619,N02CX05
4620,N02CX06
4621,N03
4622,N03A
4623,N03AA
4624,N03AA01
4625,N03AA02
4626,N03AA03
4627,N03AA04
4628,N03AA30
4629,N03AB
4630,N03AB01
4631,N03AB02
4632,N03AB03
4633,N03AB04
4634,N03AB05
4635,N03AB52
4636,N03AB54
4637,N03AC
4638,N03AC01
4639,N03AC02
4640,N03AC03
4641,N03AD
4642,N03AD01
4643,N03AD02
4644,N03AD03
4645,N03AD51
4646,N03AE
4647,N03AE01
4648,N03AF
4649,N03AF01
4650,N03AF02
4651,N03AF03
4652,N03AF04
4653,N03AG
4654,N03AG01
4655,N03AG02
4656,N03AG03
4657,N03AG04
4658,N03AG05
4659,N03AG06
4660,N03AX
4661,N03AX03
4662,N03AX07
4663,N03AX09
4664,N03AX10
4665,N03AX11
4666,N03AX12
4667,N03AX13
4668,N03AX14
4669,N03AX15
4670,N03AX16
4671,N03AX17
4672,N03AX18
4673,N03AX19
4674,N03AX21
4675,N03AX22
4676,N03AX23
4677,N03AX24
4678,N03AX25
4679,N03AX26
4680,N03AX27
4681,N03AX30
4682,N04
4683,N04A
4684,N04AA
4685,N04AA01
4686,N04AA02
4687,N04AA03
4688,N04AA04
4689,N04AA05
4690,N04AA08
4691,N04AA09
4692,N04AA10
4693,N04AA11
4694,N04AA12
4695,N04AB
4696,N04AB01
4697,N04AB02
4698,N04AC
4699,N04AC01
4700,N04AC30
4701,N04B
4702,N04BA
4703,N04BA01
4704,N04BA02
4705,N04BA03
4706,N04BA04
4707,N04BA05
4708,N04BA06
4709,N04BB
4710,N04BB01
4711,N04BC
4712,N04BC01
4713,N04BC02
4714,N04BC03
4715,N04BC04
4716,N04BC05
4717,N04BC06
4718,N04BC07
4719,N04BC08
4720,N04BC09
4721,N04BD
4722,N04BD01
4723,N04BD02
4724,N04BD03
4725,N04BX
4726,N04BX01
4727,N04BX02
4728,N04BX03
4729,N04BX04
4730,N04C
4731,N04CX
4732,N04CX01
4733,N05
4734,N05A
4735,N05AA
4736,N05AA01
4737,N05AA02
4738,N05AA03
4739,N05AA04
4740,N05AA05
4741,N05AA06
4742,N05AA07
4743,N05AB
4744,N05AB01
4745,N05AB02
4746,N05AB03
4747,N05AB04
4748,N05AB05
4749,N05AB06
4750,N05AB07
4751,N05AB08
4752,N05AB09
4753,N05AB10
4754,N05AC
4755,N05AC01
4756,N05AC02
4757,N05AC03
4758,N05AC04
4759,N05AD
4760,N05AD01
4761,N05AD02
4762,N05AD03
4763,N05AD04
4764,N05AD05
4765,N05AD06
4766,N05AD07
4767,N05AD08
4768,N05AD09
4769,N05AD10
4770,N05AE
4771,N05AE01
4772,N05AE02
4773,N05AE03
4774,N05AE04
4775,N05AE05
4776,N05AF
4777,N05AF01
4778,N05AF02
4779,N05AF03
4780,N05AF04
4781,N05AF05
4782,N05AG
4783,N05AG01
4784,N05AG02
4785,N05AG03
4786,N05AH
4787,N05AH01
4788,N05AH02
4789,N05AH03
4790,N05AH04
4791,N05AH05
4792,N05AH06
4793,N05AL
4794,N05AL01
4795,N05AL02
4796,N05AL03
4797,N05AL04
4798,N05AL05
4799,N05AL06
4800,N05AL07
4801,N05AN
4802,N05AN01
4803,N05AX
4804,N05AX07
4805,N05AX08
4806,N05AX10
4807,N05AX11
4808,N05AX12
4809,N05AX13
4810,N05AX14
4811,N05AX15
4812,N05AX16
4813,N05AX17
4814,N05B
4815,N05BA
4816,N05BA01
4817,N05BA02
4818,N05BA03
4819,N05BA04
4820,N05BA05
4821,N05BA06
4822,N05BA07
4823,N05BA08
4824,N05BA09
4825,N05BA10
4826,N05BA11
4827,N05BA12
4828,N05BA13
4829,N05BA14
4830,N05BA15
4831,N05BA16
4832,N05BA17
4833,N05BA18
4834,N05BA19
4835,N05BA21
4836,N05BA22
4837,N05BA23
4838,N05BA24
4839,N05BA25
4840,N05BA56
4841,N05BB
4842,N05BB01
4843,N05BB02
4844,N05BB51
4845,N05BC
4846,N05BC01
4847,N05BC03
4848,N05BC04
4849,N05BC51
4850,N05BD
4851,N05BD01
4852,N05BE
4853,N05BE01
4854,N05BX
4855,N05BX01
4856,N05BX02
4857,N05BX03
4858,N05BX04
4859,N05BX05
4860,N05C
4861,N05CA
4862,N05CA01
4863,N05CA02
4864,N05CA03
4865,N05CA04
4866,N05CA05
4867,N05CA06
4868,N05CA07
4869,N05CA08
4870,N05CA09
4871,N05CA10
4872,N05CA11
4873,N05CA12
4874,N05CA15
4875,N05CA16
4876,N05CA19
4877,N05CA20
4878,N05CA21
4879,N05CA22
4880,N05CB
4881,N05CB01
4882,N05CB02
4883,N05CC
4884,N05CC01
4885,N05CC02
4886,N05CC03
4887,N05CC04
4888,N05CC05
4889,N05CD
4890,N05CD01
4891,N05CD02
4892,N05CD03
4893,N05CD04
4894,N05CD05
4895,N05CD06
4896,N05CD07
4897,N05CD08
4898,N05CD09
4899,N05CD10
4900,N05CD11
4901,N05CD12
4902,N05CD13
4903,N05CD14
4904,N05CD15
4905,N05CE
4906,N05CE01
4907,N05CE02
4908,N05CE03
4909,N05CF
