icd_idx,icd_code
8037,I70641
8038,I70642
8039,I70643
8040,I70644
8041,I70645
8042,I70648
8043,I70649
8044,I7065
8045,I7066
8046,I70661
8047,I70662
8048,I70663
8049,I70668
8050,I70669
8051,I7069
8052,I70691
8053,I70692
8054,I70693
8055,I70698
8056,I70699
8057,I707
8058,I7070
8059,I70701
8060,I70702
8061,I70703
8062,I70708
8063,I70709
8064,I7071
8065,I70713
8066,I70718
8067,I70719
8068,I7072
8069,I70723
8070,I70728
8071,I70729
8072,I7073
8073,I70731
8074,I70732
8075,I70733
8076,I70734
8077,I70735
8078,I70738
8079,I70739
8080,I7074
8081,I70741
8082,I70742
8083,I70743
8084,I70744
8085,I70745
8086,I70748
8087,I70749
8088,I7075
8089,I7076
8090,I70761
8091,I70762
8092,I70763
8093,I70768
8094,I70769
8095,I7079
8096,I70791
8097,I70792
8098,I70793
8099,I70798
8100,I70799
8101,I708
8102,I709
8103,I7090
8104,I7091
8105,I7092
8106,I72
8107,I721
8108,I722
8109,I723
8110,I724
8111,I725
8112,I728
8113,I729
8114,I77
8115,I771
8116,I772
8117,I773
8118,I774
8119,I775
8120,I776
8121,I777
8122,I7770
8123,I7775
8124,I7776
8125,I7777
8126,I778
8127,I7781
8128,I77810
8129,I77811
8130,I77812
8131,I77819
8132,I7789
8133,I779
8134,I78
8135,I780
8136,I788
8137,I789
8138,I79
8139,I790
8140,I791
8141,I798
8142,I80-I89
8143,I80
8144,I800
8145,I8000
8146,I8001
8147,I8002
8148,I8003
8149,I801
8150,I8010
8151,I8011
8152,I8012
8153,I8013
8154,I802
8155,I8020
8156,I80201
8157,I80202
8158,I80203
8159,I80209
8160,I8021
8161,I80211
8162,I80212
8163,I80213
8164,I80219
8165,I8022
8166,I80221
8167,I80222
8168,I80223
8169,I80229
8170,I8023
8171,I80231
8172,I80232
8173,I80233
8174,I80239
8175,I8029
8176,I80291
8177,I80292
8178,I80293
8179,I80299
8180,I803
8181,I809
8182,I82
8183,I821
8184,I822
8185,I8221
8186,I82210
8187,I82211
8188,I8222
8189,I82220
8190,I82221
8191,I8229
8192,I82290
8193,I82291
8194,I823
8195,I824
8196,I8240
8197,I82401
8198,I82402
8199,I82403
8200,I82409
8201,I8241
8202,I82411
8203,I82412
8204,I82413
8205,I82419
8206,I8242
8207,I82421
8208,I82422
8209,I82423
8210,I82429
8211,I8243
8212,I82431
8213,I82432
8214,I82433
8215,I82439
8216,I8244
8217,I82441
8218,I82442
8219,I82443
8220,I82449
8221,I8249
8222,I82491
8223,I82492
8224,I82493
8225,I82499
8226,I824Y
8227,I824Y1
8228,I824Y2
8229,I824Y3
8230,I824Y9
8231,I824Z
8232,I824Z1
8233,I824Z2
8234,I824Z3
8235,I824Z9
8236,I825
8237,I8250
8238,I82501
8239,I82502
8240,I82503
8241,I82509
8242,I8251
8243,I82511
8244,I82512
8245,I82513
8246,I82519
8247,I8252
8248,I82521
8249,I82522
8250,I82523
8251,I82529
8252,I8253
8253,I82531
8254,I82532
8255,I82533
8256,I82539
8257,I8254
8258,I82541
8259,I82542
8260,I82543
8261,I82549
8262,I8259
8263,I82591
8264,I82592
8265,I82593
8266,I82599
8267,I825Y
8268,I825Y1
8269,I825Y2
8270,I825Y3
8271,I825Y9
8272,I825Z
8273,I825Z1
8274,I825Z2
8275,I825Z3
8276,I825Z9
8277,I826
8278,I8260
8279,I82601
8280,I82602
8281,I82603
8282,I82609
8283,I8261
8284,I82611
8285,I82612
8286,I82613
8287,I82619
8288,I8262
8289,I82621
8290,I82622
8291,I82623
8292,I82629
8293,I827
8294,I8270
8295,I82701
8296,I82702
8297,I82703
8298,I82709
8299,I8271
8300,I82711
8301,I82712
8302,I82713
8303,I82719
8304,I8272
8305,I82721
8306,I82722
8307,I82723
8308,I82729
8309,I828
8310,I8281
8311,I82811
8312,I82812
8313,I82813
8314,I82819
8315,I8289
8316,I82890
8317,I82891
8318,I829
8319,I8290
8320,I8291
8321,I82A
8322,I82A1
8323,I82A11
8324,I82A12
8325,I82A13
8326,I82A19
8327,I82A2
8328,I82A21
8329,I82A22
8330,I82A23
8331,I82A29
8332,I82B
8333,I82B1
8334,I82B11
8335,I82B12
8336,I82B13
8337,I82B19
8338,I82B2
8339,I82B21
8340,I82B22
8341,I82B23
8342,I82B29
8343,I82C
8344,I82C1
8345,I82C11
8346,I82C12
8347,I82C13
8348,I82C19
8349,I82C2
8350,I82C21
8351,I82C22
8352,I82C23
8353,I82C29
8354,I83
8355,I8300
8356,I83001
8357,I83002
8358,I83003
8359,I83004
8360,I83005
8361,I83008
8362,I83009
8363,I8301
8364,I83011
8365,I83012
8366,I83013
8367,I83014
8368,I83015
8369,I83018
8370,I83019
8371,I8302
8372,I83021
8373,I83022
8374,I83023
8375,I83024
8376,I83025
8377,I83028
8378,I83029
8379,I831
8380,I8310
8381,I8311
8382,I8312
8383,I8320
8384,I83201
8385,I83202
8386,I83203
8387,I83204
8388,I83205
8389,I83208
8390,I83209
8391,I8321
8392,I83211
8393,I83212
8394,I83213
8395,I83214
8396,I83215
8397,I83218
8398,I83219
8399,I8322
8400,I83221
8401,I83222
8402,I83223
8403,I83224
8404,I83225
8405,I83228
8406,I83229
8407,I838
8408,I8381
8409,I83811
8410,I83812
8411,I83813
8412,I83819
8413,I8389
8414,I83891
8415,I83892
8416,I83893
8417,I83899
8418,I839
8419,I8390
8420,I8391
8421,I8392
8422,I8393
8423,I86
8424,I860
8425,I861
8426,I862
8427,I863
8428,I864
8429,I87
8430,I870
8431,I8700
8432,I87001
8433,I87002
8434,I87003
8435,I87009
8436,I8701
8437,I87011
8438,I87012
8439,I87013
8440,I87019
8441,I8702
8442,I87021
8443,I87022
8444,I87023
8445,I87029
8446,I8703
8447,I87031
8448,I87032
8449,I87033
8450,I87039
8451,I8709
8452,I87091
8453,I87092
8454,I87093
8455,I87099
8456,I871
8457,I873
8458,I8730
8459,I87301
8460,I87302
8461,I87303
8462,I87309
8463,I8731
8464,I87311
8465,I87312
8466,I87313
8467,I87319
8468,I8732
8469,I87321
8470,I87322
8471,I87323
8472,I87329
8473,I8733
8474,I87331
8475,I87332
8476,I87333
8477,I87339
8478,I8739
8479,I87391
8480,I87392
8481,I87393
8482,I87399
8483,I878
8484,I879
8485,I88
8486,I888
8487,I89
8488,I890
8489,I899
8490,I95-I99
8491,I95
8492,I950
8493,I953
8494,I958
8495,I9581
8496,I9589
8497,I959
8498,I97
8499,I9711
8500,I97110
8501,I97111
8502,I9712
8503,I97120
8504,I97121
8505,I9713
8506,I97130
8507,I97131
8508,I9719
8509,I97191
8510,I974
8511,I9741
8512,I97410
8513,I97411
8514,I97418
8515,I9742
8516,I9751
8517,I9752
8518,I976
8519,I9761
8520,I97610
8521,I97611
8522,I97618
8523,I9762
8524,I97620
8525,I97621
8526,I97622
8527,I9763
8528,I97630
8529,I97631
8530,I97638
8531,I9764
8532,I97640
8533,I97641
8534,I97648
8535,I977
8536,I9771
8537,I97710
8538,I97711
8539,I9779
8540,I97791
8541,I978
8542,I9781
8543,I97810
8544,I97811
8545,I9782
8546,I97820
8547,I97821
8548,I9788
8549,I99
8550,I998
8551,I999
8552,J00-J99
8553,J00-J06
8554,J04
8555,J041
8556,J0410
8557,J0411
8558,J042
8559,J043
8560,J0430
8561,J0431
8562,J09-J18
8563,J09
8564,J09X
8565,J09X2
8566,J12
8567,J120
8568,J121
8569,J122
8570,J123
8571,J128
8572,J1281
8573,J1289
8574,J129
8575,J15
8576,J150
8577,J151
8578,J152
8579,J1520
8580,J1521
8581,J15211
8582,J1529
8583,J155
8584,J156
8585,J157
8586,J158
8587,J159
8588,J16
8589,J168
8590,J18
8591,J180
8592,J188
8593,J20-J22
8594,J21
8595,J210
8596,J211
8597,J218
8598,J219
8599,J30-J39
8600,J30
8601,J301
8602,J302
8603,J308
8604,J3081
8605,J3089
8606,J32
8607,J320
8608,J321
8609,J322
8610,J323
8611,J324
8612,J33
8613,J330
8614,J331
8615,J339
8616,J34
8617,J341
8618,J342
8619,J343
8620,J348
8621,J3489
8622,J349
8623,J35
8624,J3501
8625,J3502
8626,J3503
8627,J352
8628,J353
8629,J358
8630,J359
8631,J37
8632,J371
8633,J38
8634,J380
8635,J3800
8636,J3801
8637,J3802
8638,J382
8639,J383
8640,J386
8641,J39
8642,J393
8643,J398
8644,J399
8645,J60-J70
8646,J62
8647,J620
8648,J628
8649,J63
8650,J630
8651,J631
8652,J632
8653,J633
8654,J634
8655,J635
8656,J636
8657,J66
8658,J660
8659,J661
8660,J662
8661,J668
8662,J68
8663,J688
8664,J689
8665,J70
8666,J702
8667,J703
8668,J705
8669,J708
8670,J709
8671,J80-J84
8672,J84
8673,J840
8674,J8401
8675,J8402
8676,J8403
8677,J8409
8678,J841
8679,J8410
8680,J8411
8681,J84111
8682,J84112
8683,J84113
8684,J84114
8685,J84116
8686,J84117
8687,J848
8688,J8481
8689,J8483
8690,J8484
8691,J84841
8692,J84842
8693,J84843
8694,J84848
8695,J90-J94
8696,J91
8697,J918
8698,J92
8699,J929
8700,J93
8701,J930
8702,J931
8703,J9311
8704,J9312
8705,J938
8706,J9381
8707,J9382
8708,J9383
8709,J939
8710,J94
8711,J941
8712,J942
8713,J949
8714,J95-J95
8715,J95
8716,J950
8717,J9500
8718,J9501
8719,J9502
8720,J9503
8721,J9504
8722,J9509
8723,J951
8724,J952
8725,J953
8726,J956
8727,J9561
8728,J9562
8729,J9571
8730,J9572
8731,J958
8732,J9581
8733,J9582
8734,J95821
8735,J95822
8736,J9583
8737,J95830
8738,J95831
8739,J9585
8740,J95859
8741,J9586
8742,J95860
8743,J95861
8744,J95862
8745,J95863
8746,J9588
8747,J9589
8748,J96-J99
8749,J98
8750,J980
8751,J9801
8752,J9809
8753,J981
8754,J9811
8755,J9819
8756,J984
8757,J985
8758,J9851
8759,J9859
8760,J986
8761,J988
8762,J989
8763,K00-K95
8764,K00-K14
8765,K00
8766,K000
8767,K001
8768,K002
8769,K003
8770,K004
8771,K005
8772,K006
8773,K007
8774,K008
8775,K009
8776,K03
8777,K030
8778,K031
8779,K032
8780,K033
8781,K034
8782,K035
8783,K036
8784,K037
8785,K038
8786,K0381
8787,K0389
8788,K039
8789,K04
8790,K040
8791,K0401
8792,K0402
8793,K041
8794,K042
8795,K043
8796,K044
8797,K045
8798,K046
8799,K049
8800,K0490
8801,K0499
8802,K05
8803,K0500
8804,K0501
8805,K0510
8806,K0511
8807,K052
8808,K0520
8809,K05211
8810,K05212
8811,K05213
8812,K05219
8813,K0522
8814,K05221
8815,K05222
8816,K05223
8817,K05229
8818,K053
8819,K0530
8820,K0531
8821,K05311
8822,K05312
8823,K05313
8824,K05319
8825,K0532
8826,K05321
8827,K05322
8828,K05323
8829,K05329
8830,K054
8831,K055
8832,K056
8833,K06
8834,K060
8835,K0601
8836,K06010
8837,K06011
8838,K06012
8839,K06013
8840,K0602
8841,K06020
8842,K06021
8843,K06022
8844,K06023
8845,K061
8846,K062
8847,K063
8848,K068
8849,K069
8850,K08
8851,K080
8852,K081
8853,K0810
8854,K08101
8855,K08102
8856,K08103
8857,K08104
8858,K08109
8859,K0811
8860,K08111
8861,K08112
8862,K08113
8863,K08114
8864,K08119
8865,K0812
8866,K08121
8867,K08122
8868,K08123
8869,K08124
8870,K08129
8871,K0813
8872,K08131
8873,K08132
8874,K08133
8875,K08134
8876,K08139
8877,K0819
8878,K08191
8879,K08192
8880,K08193
8881,K08194
8882,K08199
8883,K0820
8884,K0821
8885,K0822
8886,K0823
8887,K0824
8888,K0825
8889,K0826
8890,K083
8891,K084
8892,K0840
8893,K08401
8894,K08402
8895,K08403
8896,K08404
8897,K08409
8898,K0841
8899,K08411
8900,K08412
8901,K08413
8902,K08414
8903,K08419
8904,K0842
8905,K08421
8906,K08422
8907,K08423
8908,K08424
8909,K08429
8910,K0843
8911,K08431
8912,K08432
8913,K08433
8914,K08434
8915,K08439
8916,K0849
8917,K08491
8918,K08492
8919,K08493
8920,K08494
8921,K08499
8922,K085
8923,K0850
8924,K0851
8925,K0852
8926,K0853
8927,K08530
8928,K08531
8929,K08539
8930,K0854
8931,K0855
8932,K0856
8933,K0859
8934,K0881
8935,K0882
8936,K0889
8937,K089
8938,K11
8939,K110
8940,K111
8941,K112
8942,K1120
8943,K1121
8944,K1122
8945,K1123
8946,K114
8947,K115
8948,K116
8949,K117
8950,K118
8951,K119
8952,K13
8953,K131
8954,K132
8955,K1322
8956,K1323
8957,K134
8958,K136
8959,K137
8960,K1370
8961,K1379
8962,K20-K31
8963,K20
8964,K208
8965,K209
8966,K21
8967,K219
8968,K22
8969,K220
8970,K221
8971,K2210
8972,K2211
8973,K222
8974,K223
8975,K224
8976,K225
8977,K226
8978,K227
8979,K2270
8980,K2271
8981,K22710
8982,K22711
8983,K22719
8984,K228
8985,K229
8986,K26
8987,K261
8988,K262
8989,K263
8990,K264
8991,K265
8992,K266
8993,K267
8994,K269
8995,K29
8996,K290
8997,K2900
8998,K292
8999,K2920
9000,K2921
9001,K293
9002,K2930
9003,K2931
9004,K294
9005,K2940
9006,K2941
9007,K295
9008,K2950
9009,K2951
9010,K296
9011,K2960
9012,K2961
9013,K297
9014,K2970
9015,K2971
9016,K298
9017,K2980
9018,K2981
9019,K299
9020,K2990
9021,K2991
9022,K35-K38
9023,K38
9024,K380
9025,K381
9026,K383
9027,K388
9028,K389
9029,K40-K46
9030,K40
9031,K400
9032,K4000
9033,K4001
9034,K4010
9035,K4011
9036,K402
9037,K4020
9038,K4021
9039,K403
9040,K4030
9041,K4031
9042,K4040
9043,K4041
9044,K409
9045,K4090
9046,K4091
9047,K41
9048,K410
9049,K4100
9050,K4101
9051,K4110
9052,K4111
9053,K412
9054,K4120
9055,K4121
9056,K413
9057,K4130
9058,K4131
9059,K4140
9060,K4141
9061,K419
9062,K4190
9063,K4191
9064,K42
9065,K420
9066,K429
9067,K43
9068,K430
9069,K431
9070,K432
9071,K433
9072,K434
9073,K435
9074,K436
9075,K437
9076,K439
9077,K44
9078,K440
9079,K449
9080,K45
9081,K450
9082,K458
9083,K46
9084,K460
9085,K469
9086,K50-K52
9087,K52
9088,K521
9089,K522
9090,K523
9091,K528
9092,K5282
9093,K5283
9094,K52831
9095,K52832
9096,K52838
9097,K52839
9098,K5289
9099,K55-K64
9100,K55
9101,K550
9102,K5501
9103,K55011
9104,K55012
9105,K55019
9106,K5502
9107,K55021
9108,K55022
9109,K55029
9110,K5503
9111,K55031
9112,K55032
9113,K55039
9114,K5504
9115,K55041
9116,K55042
9117,K55049
9118,K5505
9119,K55051
9120,K55052
9121,K55059
9122,K5506
9123,K55061
9124,K55062
9125,K55069
9126,K552
9127,K5520
9128,K5521
9129,K553
9130,K5530
9131,K5531
9132,K5532
9133,K5533
9134,K558
9135,K559
9136,K56
9137,K560
9138,K561
9139,K562
9140,K563
9141,K564
9142,K5641
9143,K5649
9144,K565
9145,K5650
9146,K5651
9147,K5652
9148,K566
9149,K5660
9150,K56600
9151,K56601
9152,K56609
9153,K5669
9154,K56690
9155,K56691
9156,K56699
9157,K567
9158,K59
9159,K590
9160,K5900
9161,K5901
9162,K5902
9163,K5903
9164,K5904
9165,K5909
9166,K592
9167,K593
9168,K5931
9169,K5939
9170,K594
9171,K598
9172,K599
9173,K60
9174,K600
9175,K601
9176,K602
9177,K603
9178,K604
9179,K605
9180,K62
9181,K620
9182,K621
9183,K622
9184,K623
9185,K625
9186,K628
9187,K6282
9188,K6289
9189,K629
9190,K63
9191,K630
9192,K632
9193,K634
9194,K635
9195,K638
9196,K6381
9197,K6389
9198,K639
9199,K65-K68
9200,K65
9201,K650
9202,K651
9203,K652
9204,K653
9205,K654
9206,K658
9207,K659
9208,K66
9209,K660
9210,K661
9211,K668
9212,K669
9213,K70-K77
9214,K73
9215,K730
9216,K731
9217,K732
9218,K738
9219,K739
9220,K74
9221,K740
9222,K741
9223,K742
9224,K743
9225,K744
9226,K745
9227,K746
9228,K7460
9229,K7469
9230,K75
9231,K754
9232,K758
9233,K7581
9234,K7589
9235,K759
9236,K76
9237,K760
9238,K762
9239,K763
9240,K764
9241,K765
9242,K766
9243,K767
9244,K768
9245,K7681
9246,K7689
9247,K769
9248,K80-K87
9249,K81
9250,K810
9251,K811
9252,K812
9253,K819
9254,K82
9255,K820
9256,K821
9257,K822
9258,K823
9259,K824
9260,K828
9261,K829
9262,K83
9263,K830
9264,K831
9265,K832
9266,K833
9267,K834
9268,K835
9269,K838
9270,K839
9271,K85
9272,K850
9273,K8500
9274,K8501
9275,K8502
9276,K851
9277,K8510
9278,K8511
9279,K8512
9280,K852
9281,K8520
9282,K8521
9283,K8522
9284,K853
9285,K8530
9286,K8531
9287,K8532
9288,K858
9289,K8580
9290,K8581
9291,K8582
9292,K859
9293,K8590
9294,K8591
9295,K8592
9296,K86
9297,K860
9298,K861
9299,K862
9300,K863
9301,K868
9302,K8689
9303,K869
9304,K90-K95
9305,K92
9306,K922
9307,K928
9308,K9289
9309,K929
9310,L00-L99
9311,L00-L08
9312,L01
9313,L010
9314,L0100
9315,L0101
9316,L0102
9317,L0109
9318,L011
9319,L02
9320,L020
9321,L0201
9322,L0202
9323,L0203
9324,L021
9325,L0211
9326,L0212
9327,L0213
9328,L022
9329,L0221
9330,L02211
9331,L02212
9332,L02213
9333,L02214
9334,L02215
9335,L02216
9336,L02219
9337,L0222
9338,L02221
9339,L02222
9340,L02223
9341,L02224
9342,L02225
9343,L02226
9344,L02229
9345,L0223
9346,L02231
9347,L02232
9348,L02233
9349,L02234
9350,L02235
9351,L02236
9352,L02239
9353,L023
9354,L0231
9355,L0232
9356,L0233
9357,L024
9358,L0241
9359,L02411
9360,L02412
9361,L02413
9362,L02414
9363,L02415
9364,L02416
9365,L02419
9366,L0242
9367,L02421
9368,L02422
9369,L02423
9370,L02424
9371,L02425
9372,L02426
9373,L02429
9374,L0243
9375,L02431
9376,L02432
9377,L02433
9378,L02434
9379,L02435
9380,L02436
9381,L02439
9382,L025
9383,L0251
9384,L02511
9385,L02512
9386,L02519
9387,L0252
9388,L02521
9389,L02522
9390,L02529
9391,L0253
9392,L02531
9393,L02532
9394,L02539
9395,L026
9396,L0261
9397,L02611
9398,L02612
9399,L02619
9400,L0262
9401,L02621
9402,L02622
9403,L02629
9404,L0263
9405,L02631
9406,L02632
9407,L02639
9408,L028
9409,L0281
9410,L02811
9411,L02818
9412,L0282
9413,L02821
9414,L02828
9415,L0283
9416,L02831
9417,L02838
9418,L029
9419,L0291
9420,L0292
9421,L0293
9422,L03
9423,L030
9424,L0301
9425,L03011
9426,L03012
9427,L03019
9428,L0302
9429,L03021
9430,L03022
9431,L03029
9432,L0303
9433,L03031
9434,L03032
9435,L03039
9436,L0304
9437,L03041
9438,L03042
9439,L03049
9440,L031
9441,L0311
9442,L03111
9443,L03112
9444,L03113
9445,L03114
9446,L03115
9447,L03116
9448,L03119
9449,L0312
9450,L03121
9451,L03122
9452,L03123
9453,L03124
9454,L03125
9455,L03126
9456,L03129
9457,L032
9458,L0321
9459,L03211
9460,L03212
9461,L03213
9462,L0322
9463,L03221
9464,L03222
9465,L033
9466,L0331
9467,L03311
9468,L03312
9469,L03313
9470,L03314
9471,L03315
9472,L03316
9473,L03317
9474,L03319
9475,L0332
9476,L03321
9477,L03322
9478,L03323
9479,L03324
9480,L03325
9481,L03326
9482,L03327
9483,L03329
9484,L038
9485,L0381
9486,L03811
9487,L03818
9488,L0389
9489,L03891
9490,L03898
9491,L039
9492,L0390
9493,L0391
9494,L08
9495,L081
9496,L088
9497,L0889
9498,L089
9499,L10-L14
9500,L10
9501,L100
9502,L101
9503,L102
9504,L103
9505,L104
9506,L105
9507,L108
9508,L1081
9509,L1089
9510,L109
9511,L11
9512,L110
9513,L111
9514,L118
9515,L119
9516,L12
9517,L120
9518,L121
9519,L122
9520,L123
9521,L1230
9522,L1231
9523,L1235
9524,L128
9525,L129
9526,L13
9527,L130
9528,L131
9529,L138
9530,L139
9531,L20-L30
9532,L20
9533,L200
9534,L208
9535,L2081
9536,L2082
9537,L2083
9538,L2084
9539,L2089
9540,L209
9541,L25
9542,L250
9543,L252
9544,L253
9545,L255
9546,L258
9547,L28
9548,L280
9549,L281
9550,L29
9551,L290
9552,L291
9553,L292
9554,L293
9555,L298
9556,L299
9557,L30
9558,L300
9559,L302
9560,L305
9561,L40-L45
9562,L40
9563,L400
9564,L402
9565,L403
9566,L404
9567,L405
9568,L4050
9569,L4051
9570,L4052
9571,L4053
9572,L4059
9573,L408
9574,L409
9575,L41
9576,L410
9577,L411
9578,L414
9579,L415
9580,L418
9581,L419
9582,L43
9583,L430
9584,L431
9585,L432
9586,L433
9587,L438
9588,L439
9589,L44
9590,L440
9591,L441
9592,L442
9593,L443
9594,L444
9595,L448
9596,L449
9597,L49-L54
9598,L51
9599,L510
9600,L518
9601,L519
9602,L53
9603,L530
9604,L531
9605,L532
9606,L533
9607,L538
9608,L539
9609,L55-L59
9610,L56
9611,L562
9612,L564
9613,L565
9614,L568
9615,L569
9616,L57
9617,L570
9618,L571
9619,L572
9620,L573
9621,L574
9622,L578
9623,L579
9624,L58
9625,L580
9626,L581
9627,L589
9628,L59
9629,L598
9630,L599
9631,L60-L75
9632,L60
9633,L600
9634,L601
9635,L602
9636,L603
9637,L604
9638,L605
9639,L608
9640,L609
9641,L63
9642,L630
9643,L631
9644,L632
9645,L638
9646,L639
9647,L64
9648,L640
9649,L648
9650,L649
9651,L65
9652,L651
9653,L652
9654,L658
9655,L66
9656,L660
9657,L662
9658,L663
9659,L664
9660,L668
9661,L669
9662,L67
9663,L670
9664,L671
9665,L678
9666,L679
9667,L68
9668,L680
9669,L681
9670,L682
9671,L683
9672,L688
9673,L689
9674,L70
9675,L700
9676,L701
9677,L702
9678,L703
9679,L704
9680,L705
9681,L708
9682,L709
9683,L71
9684,L711
9685,L718
9686,L719
9687,L72
9688,L720
9689,L721
9690,L7211
9691,L7212
9692,L722
9693,L723
9694,L728
9695,L729
9696,L73
9697,L731
9698,L738
9699,L739
9700,L74
9701,L740
9702,L741
9703,L742
9704,L743
9705,L744
9706,L745
9707,L7451
9708,L74510
9709,L74511
9710,L74512
9711,L74513
9712,L74519
9713,L748
9714,L749
9715,L75
9716,L750
9717,L751
9718,L752
9719,L758
9720,L759
9721,L80-L99
9722,L81
9723,L810
9724,L811
9725,L812
9726,L815
9727,L816
9728,L818
9729,L819
9730,L85
9731,L850
9732,L851
9733,L852
9734,L858
9735,L859
9736,L87
9737,L870
9738,L872
9739,L878
9740,L879
9741,L90
9742,L900
9743,L901
9744,L902
9745,L903
9746,L904
9747,L905
9748,L906
9749,L908
9750,L909
9751,L92
9752,L921
9753,L922
9754,L923
9755,L928
9756,L929
9757,L93
9758,L931
9759,L94
9760,L941
9761,L942
9762,L943
9763,L944
9764,L946
9765,L948
9766,L949
9767,L95
9768,L950
9769,L951
9770,L958
9771,L959
9772,L98
9773,L984
9774,L9841
9775,L98411
9776,L98412
9777,L98413
9778,L98414
9779,L98415
9780,L98416
9781,L98418
9782,L98419
9783,L9842
9784,L98421
9785,L98422
9786,L98423
9787,L98424
9788,L98425
9789,L98426
9790,L98428
9791,L98429
9792,L98491
9793,L98492
9794,L98493
9795,L98494
9796,L98495
9797,L98496
9798,L98498
9799,L98499
9800,L985
9801,L986
9802,L987
9803,L988
9804,L989
9805,M00-M99
9806,M00-M02
9807,M00
9808,M000
9809,M0000
9810,M0001
9811,M00011
9812,M00012
9813,M00019
9814,M0002
9815,M00021
9816,M00022
9817,M00029
9818,M0003
9819,M00031
9820,M00032
9821,M00039
9822,M0004
9823,M00041
9824,M00042
9825,M00049
9826,M0005
9827,M00051
9828,M00052
9829,M00059
9830,M0006
9831,M00061
9832,M00062
9833,M00069
9834,M0007
9835,M00071
9836,M00072
9837,M00079
9838,M0008
9839,M0009
9840,M001
9841,M0010
9842,M0011
9843,M00111
9844,M00112
9845,M00119
9846,M0012
9847,M00121
9848,M00122
9849,M00129
9850,M0013
9851,M00131
9852,M00132
9853,M00139
9854,M0014
9855,M00141
9856,M00142
9857,M00149
9858,M0015
9859,M00151
9860,M00152
9861,M00159
9862,M0016
9863,M00161
9864,M00162
9865,M00169
9866,M0017
9867,M00171
9868,M00172
9869,M00179
9870,M0018
9871,M0019
9872,M002
9873,M0020
9874,M0021
9875,M00211
9876,M00212
9877,M00219
9878,M0022
9879,M00221
9880,M00222
9881,M00229
9882,M0023
9883,M00231
9884,M00232
9885,M00239
9886,M0024
9887,M00241
9888,M00242
9889,M00249
9890,M0025
9891,M00251
9892,M00252
9893,M00259
9894,M0026
9895,M00261
9896,M00262
9897,M00269
9898,M0027
9899,M00271
9900,M00272
9901,M00279
9902,M0028
9903,M0029
9904,M008
9905,M0080
9906,M0081
9907,M00811
9908,M00812
9909,M00819
9910,M0082
9911,M00821
9912,M00822
9913,M00829
9914,M0083
9915,M00831
9916,M00832
9917,M00839
9918,M0084
9919,M00841
9920,M00842
9921,M00849
9922,M0085
9923,M00851
9924,M00852
9925,M00859
9926,M0086
9927,M00861
9928,M00862
9929,M00869
9930,M0087
9931,M00871
9932,M00872
9933,M00879
9934,M0088
9935,M0089
9936,M009
9937,M04-M04
9938,M04
9939,M041
9940,M042
9941,M048
9942,M049
9943,M05-M14
9944,M05
9945,M0500
9946,M0501
9947,M05011
9948,M05012
9949,M05019
9950,M0502
9951,M05021
9952,M05022
9953,M05029
9954,M0503
9955,M05031
9956,M05032
9957,M05039
9958,M0504
9959,M05041
9960,M05042
9961,M05049
9962,M0505
9963,M05051
9964,M05052
9965,M05059
9966,M0506
9967,M05061
9968,M05062
9969,M05069
9970,M0507
9971,M05071
9972,M05072
9973,M05079
9974,M0509
9975,M051
9976,M0510
9977,M0511
9978,M05111
9979,M05112
9980,M05119
9981,M0512
9982,M05121
9983,M05122
9984,M05129
9985,M0513
9986,M05131
9987,M05132
9988,M05139
9989,M0514
9990,M05141
9991,M05142
9992,M05149
9993,M0515
9994,M05151
9995,M05152
9996,M05159
9997,M0516
9998,M05161
9999,M05162
10000,M05169
10001,M0517
10002,M05171
10003,M05172
10004,M05179
10005,M0519
10006,M0520
10007,M0521
10008,M05211
10009,M05212
10010,M05219
10011,M0522
10012,M05221
10013,M05222
10014,M05229
10015,M0523
10016,M05231
10017,M05232
10018,M05239
10019,M0524
10020,M05241
10021,M05242
10022,M05249
10023,M0525
10024,M05251
10025,M05252
10026,M05259
10027,M0526
10028,M05261
10029,M05262
10030,M05269
10031,M0527
10032,M05271
10033,M05272
10034,M05279
10035,M0529
10036,M053
10037,M0530
10038,M05311
10039,M05312
10040,M05319
10041,M05321
10042,M05322
10043,M05329
10044,M05331
10045,M05332
10046,M05339
10047,M0534
10048,M05341
10049,M05342
10050,M05349
10051,M0535
10052,M05351
10053,M05352
10054,M05359
10055,M0536
10056,M05361
10057,M05362
10058,M05369
10059,M0537
10060,M05371
10061,M05372
10062,M05379
10063,M0539
10064,M054
10065,M0540
10066,M0541
10067,M05411
10068,M05412
10069,M05419
10070,M0542
10071,M05421
10072,M05422
10073,M05429
10074,M0543
10075,M05431
10076,M05432
10077,M05439
10078,M0544
10079,M05441
10080,M05442
10081,M05449
10082,M0545
10083,M05451
10084,M05452
10085,M05459
10086,M0546
10087,M05461
10088,M05462
10089,M05469
10090,M0547
10091,M05471
10092,M05472
10093,M05479
10094,M0549
10095,M055
10096,M0550
10097,M0551
10098,M05511
10099,M05512
10100,M05519
10101,M0552
10102,M05521
10103,M05522
10104,M05529
10105,M0553
10106,M05531
10107,M05532
10108,M05539
10109,M0554
10110,M05541
10111,M05542
10112,M05549
10113,M0555
10114,M05551
10115,M05552
10116,M05559
10117,M0556
10118,M05561
10119,M05562
10120,M05569
10121,M0557
10122,M05571
10123,M05572
